FAQID,Question,Answer,Chat Scripts,Email Scripts,Voice Scripts,Gurucool Link,PCIR,Freshdesk Properties
MF_158,What are the Growth plans of Mutual Funds?,"In growth plans, the payout is made only at the time of redemption of units. So money stays invested and compounds until redeemed. It is recommended to invest in growth plans. We only list growth plans of mutual funds on our platform.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_159,How many bank accounts can I add for investments?,"Currently, we do not support any other bank other than your Federal Bank Account for investments.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_160,What is the taxation in High Growth funds?,All equity funds are taxed at 15% for short term (holding period less than 1 year) capital gains and 10% for long term (holding period more than 1 year) capital gains.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_161,How do I register myself for an SIP?,"Choose the mutual fund, amount, date and set up Auto-Pay to start a SIP in the app. After your SIP is set up, every month your investment in the chosen fund will be triggered automatically.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_162,How do I modify my SIP?,You can cancel the SIP through the Jupiter platform. You can then set up a new SIP in the same fund and choose the Amount and the date as per your requirement,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_163,I want to close my investment account? How can I do it?,"To close your investment account, you can simply withdraw the investments that you have made via the Jupiter money platform at any point in time.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_164,What is the Lock-In period for mutual funds?,The Lock-in period in mutual funds refers to the period during which the investor is prohibited from redeeming the units of the fund. ELSS are tax-saving mutual funds that have a lock-in period of 3 years.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_165,Will the lock-in of 3 years on ELSS SIP apply to all my SIP instalments?,"Yes, each SIP instalment will have a lock-in period of 3 years from the date of investment.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_166,What is Absolute Return?,"Absolute Return is a measure of your total gain/loss when compared to your total investment amount. The absolute return rate is calculated irrespective of the time period for which the investments are held. For example, if you invested Rs. 100 and the value of your investment now is Rs. 150, your absolute return is 50%.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_167,Can I use any other bank account to pay for a Habit?,You can only set up Habits using your Jupiter Federal account.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_168,Are ELSS tax-free?,"The redemption proceeds of ELSS are not tax-free. Overall long-term capital gains of up to Rs 1,00,000 a year are tax-free, and any gains above this limit attract a LTCG tax @ 10%",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_169,What happens to ELSS after 3 years?,"Once the lock-in period is over, you can either continue to stay invested or redeem your fund units.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_170,What is the applicable NAV for my non-Liquid fund investments?,"On working days, investments made before 2 PM will be processed as per the same day's NAV. On a non-working day, investments made will get the next working day's NAV.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_171,Why is auto-pay / standing instruction required for setting up an SIP?,"A standing instruction enables the bank to make monthly auto-payments on your behalf. With this, the bank sends the money to the mutual fund company every month for your SIP Investments automatically",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_172,I have multiple folios in the same fund/AMC. Is it a problem?,We show a consolidated fund-wise view of your investments. You can have multiple folios in the same fund/AMC.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_173,Why do some funds not allow SIP investments?,A mutual fund company can decide to stop taking new SIPs if they feel that it has become difficult for the fund's management to successfully deploy the assets in a portfolio while maintaining scheme objectives and category.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_174,How can I change bank account to Federal Bank for my existing investments?,You can change bank accounts for existing investments to Jupiter by logging into the MFCentral platform and using the change bank account service request option.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_175,What are the Asset Classes / Categories of Mutual Funds?,"There are multiple types of mutual fund schemes offered by various AMCs. Some of the major categories are: Equity: These are schemes that invest only in stocks. Debt: These schemes invest in fixed income instruments such as debentures (bonds), Treasury Bills and money market securities etc. Hybrid: These schemes invest in a mix of stocks and fixed income securities. Tax Saver: These are equity mutual funds that provide tax benefits under Section 80C of the Income Tax Act and have a lock-in period of 3 years. These ELSS funds invest in stocks. Gold: These are schemes that mainly invest in Gold ETFs. International Funds: These are schemes that invest in foreign/international stocks.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_176,How can I invest in Mutual Funds using Jupiter?,"""Follow these steps to invest in Mutual Funds:

Go to the Invest tab -> Click on 'Mutual Funds' to start exploring funds to invest in.""

Invest in Mutual Funds: https://app.jupiter.money/mutual-funds/explore",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_177,Can I invest more in Mutual Funds than my Jupiter bank balance?,You can invest more than the current account balance by adding money to your Jupiter account via UPI/NEFT. You will be prompted to deposit money if your account balance is lower than the investment amount entered by you.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_178,Where can I see my previous investment transactions?,You can go to the investment Dashboard and see the previous transactions under the All transactions section.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_179,What is the status of my Mutual fund redemption request?,You can go to the investment Dashboard and see the previous transactions under the All Transactions section.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_180,Where can I see my active SIPs?,"You can see all your active SIPs on the Active SIPs section in the investment Dashboard. To do this, click here: https://app.jupiter.money/mutual-funds/my-sips",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_181,Can I manually skip an instalment of a Habit?,"No, you cannot manually skip an instalment in any active Habit, instead you can cancel it.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_182,Who has set the minimum and maximum amount of investment for SIPs?,"The minimum and maximum amount for SIPs have been decided by the mutual fund company.

For unverified accounts, Jupiter sets an additional limit of Rs 5,000 on SIPs to minimise issues arising due to RBI mandated restrictions on such accounts.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_183,How can I add/change my nominee for mutual fund investments?,You can visit the MFCentral website and signup and then add and change the Nominee for your current investments.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_184,What is the status of my One-Time investment order?,"You can check the status of your One-Time Investment by going to the All transactions section on your investment Dashboard.

Select the order for which you want to check the status and see the details.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_185,I'm a NRI. Can I open an investment Account?,"Currently, an NRI cannot open an investment account on the Jupiter Money platform. We only support Resident Individual accounts.

Click here: https://app.jupiter.money/mutual-funds/explore",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_186,When will my Mutual Funds be unpledged?,"Once you pay off your entire loan amount, your pledged Mutual Funds will automatically be unpledged. This may take up to 4 working days.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_187,What is the status of my One-Time investment order?,"You can check the status of your One-Time Investment by going to the All transactions section on your investment Dashboard.

Select the order for which you want to check the status and see the details.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
MF_188,I'm a NRI. Can I open an investment Account?,"Currently, an NRI cannot open an investment account on the Jupiter Money platform. We only support Resident Individual accounts.

Click here: https://app.jupiter.money/mutual-funds/explore",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_01,How can I access the tokens linked to my Jupiter debit card?,"All tokens linked to your Jupiter Debit Card can be accessed in ""Card-->Settings--> Manage Card Tokens''",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_02,I have not received Debit Card amount refund from an online merchant after an order cancellation or product return. What do I do?,"It takes upto 10 working days (from the refund initiation day by merchant) for the refunds to get processed from bank's end. Request you to please wait till end of 10 working days from the refund initiation day to get your refund. Don't worry, your money is safe. In case of any concerns or in case you do not receive the amount within the next 10 working days, please feel free to chat with with an expert.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_03,Are there any charges for Virtual Debit Card?,"No, there are no issuance charges for Virtual Debit Card. An annual fee of Rs. 199 (plus GST) will be applied after 12 months of account opening and every year post that.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_04,What do I do if I haven't received an OTP for my Debit Card transaction?,"In case you did not receive an OTP on your mobile number, you can also choose to receive the OTP on your email address. This option is available on the OTP page while you are making an online payment using your Jupiter debit card.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_05,What are the charges of a Jupiter Debit Card?,"There is no issuance fee for a Virtual Debit Card. For a physical card, a fee of Rs. 300(excluding GST) will be charged at the time of application of physical debit card.

After one year of card issuance, an annual fee of Rs.300 (excluding GST) is applicable every year on both virtual and physical debit cards.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_06,What happens to my card if I do not pay the annual fee?,"Paying the annual fee on time is recommended to avoid any interruption to your account usage.

If the annual fee is not paid, Federal Bank will recover the fees later, subject to availability of funds in the bank account. Also, your card may get disabled if the fee remains unpaid.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_07,Are there any charges for using my Jupiter Debit Card for in-store or online purchases?,"No, we do not charge any domestic online or in-store transactions. However, some merchants may charge a convenience or processing fee.

Charges for international purchases differ by account status. You can view them here.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_08,When will the annual fee be charged on the Jupiter debit card?,"The annual fee on the Jupiter debit card will be charged after 12 months of first card issuance date and once every year after that.

E.g. If your first debit card was issued on April 15, 2023, the annual fee will be charged after April 15, 2024 and every following year in the same month.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_09,Is the subscription / Auto-Pay on Jupiter debit card offer eligible on all transactions?,"No, the Auto-Pay offer on your debit card is eligible only on the first/registration transaction of the subscription. The subsequent transactions will be rewarded with 1% cashback in the form of Jewels.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_10,What do I do if my debit card is stuck at an ATM?,"Please block your debit card immediately and apply for a new card if your card is stuck in the ATM.
For any additional support, chat with our expert.

You can block your card here: https://app.jupiter.money/debit-card/advance-card-settings",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_11,What is a Jupiter virtual card?,"Your Jupiter virtual card is a virtual debit card that can be used to make only online purchases and payments. To make cash withdrawals at ATMs and in-store purchases, we suggest that you get a physical debit card . To get a physical debit card, click here: https://app.jupiter.money/debit-card/home",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_12,Can I use my Jupiter Debit Card for international transactions?,"Yes! You can use your Debit Card for international transactions such as withdrawing money from ATMs and making online and in-store payments.

Please make sure to enable international transactions on the app.

Enable international transactions: https://app.jupiter.money/debit-card/change-transaction-settings?type=international",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_13,Can I use my jupiter debit card to purchase a subscription/register for Auto-Pay?,Yes! You can do so on the merchant's website/app. You will need to enter the details of your Jupiter Debit Card as the payment method while purchasing the subscription/service.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_14,What will happen if I do not approve an Auto-Pay transaction on my Jupiter Debit Card before the due date?,"If you do not approve the recurring payment, the merchant might put the service on hold. You will have to get in touch with the merchant to re-initiate the payment due.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_15,What details will be required for setting the Auto-pay via my debit card?,"You will be required to enter your card details on the merchant's portal. However, the details might vary from merchant to merchant.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_16,Does contactless debit card work at all payment terminals?,"No, always look for the contactless card indicator on the payment terminal or check with the agent handling the terminal to find out if contactless cards are accepted.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_17,Will I receive a pre-debit notification for any active Auto-Pay subscriptions via my Jupiter debit card?,"Yes, a pre-debit notification will be sent to your registered mobile number, 24hrs prior to the due date of the transaction.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_18,Do I need to enter my Jupiter Debit Card PIN for every ATM transaction?,"Yes, you have to enter your Debit Card PIN to authenticate every transaction made at an ATM. 

PIN entry is required to safeguard customers against fraud and misuse.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_19,Do I need to enter the debit card PIN for every in-store purchase transaction?,"PIN is mandatory for all in-store purchase transactions in India, with the exception of contactless transactions below ?5,000. For transactions outside India, PIN may not be mandatory and you may be required to enter the PIN if the payment terminal supports it.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_20,Do I need to enter a PIN for contactless payments with my Jupiter debit card?,"No, the debit card PIN is not required for any contactless transactions upto ?5000. You will be required to enter the PIN only for transactions more than ?5000.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_21,Can I withdraw cash with my Jupiter debit card?,"Yes, you can withdraw cash at any ATM using your Jupiter debit card. Money will be debited from your account. Maximum daily cash withdrawal limit on your card is ?50,000.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_22,What can I do if I lose my Jupiter Debit Card?,"Please block your Card immediately from the app.

If you're unable to block your card, please connect with our experts

Block Debit Card: https://app.jupiter.money/debit-card/advance-card-settings",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_23,When will my account get debited for the recurring / future payment transaction via debit card?,"For transactions where AFA is not required, your account will get debited post 24 hours of sending the pre-debit notification.

For transactions where AFA is required, your account will get debited within 3 days of sending the pre-debit notification. Transaction where an approval is needed, will be processed only after you do so.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_24,What Rewards do I earn on my Jupiter Debit Card?,"Pro Users & Salary Account Holders are eligible for Debit Card Rewards. 

You get 5X Jewels up to 750 Jewels per month on domestic non-ATM Debit Card transactions. 

5X Jewels means that you will earn 5 Jewels on every 100 Rupee spent.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_25,How will I know that a recurring transaction registered on my debit card has been charged?,"After a transaction is charged, you will receive account debit information from the Bank. You can also check the transaction details in the transaction history page on the app.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_26,Will my card details change when I upgrade from a virtual to a physical debit card?,"No, your card details will remain the same even when you upgrade from a virtual card to a physical card.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_27,What is the difference between Sleep Mode and Freeze Card on my Jupiter debit card?,"Freeze card blocks transactions on your Jupiter debit card from when you have frozen to when you unfreeze it.

Sleep mode blocks transactions on your debit card every day during the time period that you have chosen.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_28,Does Jupiter debit card offer complimentary airport lounge access?,"No, your Jupiter Debit Card does not offer complimentary airport lounge access.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_29,What are contactless cards?,"Contactless cards are used to make quick 'Tap & Pay' transactions (upto ?5,000) at payment terminals without the need of entering your card PIN",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_30,Where will my Debit Card be delivered?,Your Debit Card will be delivered to the address entered when the request was placed. This address can only be changed at the time of placing the request.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_31,Are Federal bank debit cards offers available on Jupiter debit card?,"No, your Jupiter debit card does not have the offers available on Federal bank debit card. Look up all the exciting Jupiter Debit card offers by navigating to the Rewards section.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_32,Can I use my Jupiter debit card for contactless payments?,"Yes, you can use your Jupiter debit card for contactless payments.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_33,Will there by any charges for setting an Auto-Pay through my Jupiter Debit Card,"No, there aren't any additional charges for setting an Auto-Pay through Jupiter Debit Card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_34,What if I'm unable to set Auto-Pay on a specific merchant through my Jupiter debit card?,You can make the payment through your Jupiter Debit Card as a one-time transaction & avail the service from the merchant.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_35,Can I set Auto-Pay on any merchant through my Jupiter Debit Card?,"Currently this service is available on selected merchants. If you are unable to set Auto-Pay on a particular merchant, you can still make the payment as a one-time transaction & avail the service from the merchant.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_36,What is the list of supported bank ATMs for my Jupiter debit card ?,"Your Jupiter debit card will work on all VISA supported ATMs. Click here to view some of the supported banks where you can use your Jupiter Debit Card

Click Here: https://jupiter.money/atms-supported/",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_37,Can I restart a cancelled subscription/Auto-Pay on my Jupiter Debit Card?,"No, you cannot restart a cancelled subscription/Auto-Pay. You will have to re-avail the service from the merchant's website/app.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_38,Can I use the physical Debit Card to deposit money at an ATM?,"Unfortunately, we do not allow cash deposit via ATMs.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_39,How can I block my Jupiter Debit Card?,"You can block your Card by navigating to the 'Card' tab --> Settings --> Block Card

If you're unable to do so, please chat with our experts.
Please note that you will not be able to unblock your Card once it's blocked.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_40,Does the Jupiter Debit Card come with VISA benefits?,"Yes, your Jupiter Debit Card is a VISA Card and comes with the associated benefits. 

Click here: https://www.visa.co.in/pay-with-visa/find-a-card/debit-cards.html to know more.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_41,Can I change the name on my Jupiter Debit Card?,"Unfortunately, we do not allow name changes on Debit Cards.

However, if your name is incorrectly printed on the Card, write to us at support@jupiter.money and we will help you out.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_42,Are there any charges for transaction decline at ATM?,"For any transaction declined at ATM due to Invalid CVV, Transaction Channel Deactivated, Withdrawal Limit Exceeded, Blocked Card, Incorrect PIN or Blocked due to Excessive PIN tries, 

The following charges will be levied -
No charges for the first 2 transaction declines.
?100/instance for repeat declines with the same error in a calendar month.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_43,What can I use the Jupiter Debit Card for?,"You can use your Jupiter Debit Card to make online and in-store purchases and to withdraw cash from ATMs. 

You can use your Jupiter Debit Card internationally and within India, and you can easily enable/ disable the payment channels from the 'Card' tab.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_44,What is AFA?,AFA stands for Additional Factor of Authentication which is required to approve any recurring/subsequent transaction above the Maximum Amount or INR 15000.,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_45,Where can I find my Debit Card number?,"You can view your Debit plus ATM Card details like number, expiry, and CVV (security code) by swiping the Debit Card image in the 'Card' tab.

View Debit Card details: https://app.jupiter.money/cards?cardType=debit-card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_46,What do you mean by token linked to my Jupiter Debit Card?,"Whenever you save your Jupiter debit card with any merchant, your card details are stored in form of a token to enhance security of the card transaction",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_47,What is a Jupiter Debit Card PIN?,"Jupiter Debit Card PIN is a 4-digit number that you need to use for your Debit Card transactions.

Set Debit Card PIN: https://app.jupiter.money/debit-card/advance-card-settings",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_48,What can I use the token details for?,You can 'Suspend' or 'Delete' the tokens from the App if you want to unsave the card from the merchant portal,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_49,What happens if I delete a token linked to my Jupiter debit card?,"On deleting the token, your Jupiter Debit Card will be unsaved from the specific merchant, within 24 hours, and you will have to resave your card details with the merchant on your next transaction",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_50,What are the charges for transaction decline at ATM due to insufficient account balance?,"For transactions declined at ATM due to insuffcient account balance, The following charges will be levied:
1. For Domestic Transactions -
At Federal Bank ATM - No Charges
At any other ATM - Rs 25 per decline

2. For International Transactions -
At any ATM - Rs. 100 per decline",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_51,How can I enable Point of Sale transactions on my Debit Card?,"You can enable/disable different types of transactions (ATM, Point of Sale, Contactless or Online) for domestic and international usage by navigating to Cards--> Settings --> Manage Transactions

To do this now, click here: https://app.jupiter.money/debit-card/transaction-settings",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_52,What are the annual charges for a Jupiter Debit Card?,"There are no annual charges for the Jupiter Debit plus ATM Card.

However, you will be charged a one-time issuance fee of ?300 (exclusive of GST) when you apply for a Jupiter Debit plus ATM Card.",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_53,What are the daily transaction limits on my Jupiter Debit Card?,"The maximum daily limits on your Debit Card are ?50,000 for cash withdrawals from ATMs and ?10,00,000 for online and in-store purchases cumulatively. 

The maximum limit for contactless transactions is ?5,000 per transaction.

You can change these limits by navigating to the 'Card' tab -> Settings --> Manage Daily Limits.

Manage debit card daily limits: https://app.jupiter.money/debit-card/daily-limits",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_54,Will I get instant discount for subscription transactions?,"No, discount will be credited in the form of Jewels post subscription is successfully purchased.



Imp- Jewels will be credited only if existing Jewels criteria is sufficied",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_55,Is 1% Jewels offer eligible on all subscription/Auto-Pay transactions?,Subscription transactions will get 1% Jewels if eligible as per the existing Jewels conditions,Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_56,How do I freeze my Jupiter debit card?,"You can freeze or temporarily block your Jupiter debit card by navigating to the Card section and selecting the ""Freeze"" option.

Freeze Card: https://app.jupiter.money/cards?cardType=debit-card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_57,How can I activate my Jupiter Debit cum ATM Card?,"You can activate it by setting your Debit Card PIN in the app.

Set Debit Card PIN: https://app.jupiter.money/debit-card/advance-card-settings",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
DC_58,Are there any charges for Virtual Debit Card?,"No, there are no charges for Virtual Debit Card",Chat Scripts,Email Scripts,Voice Scripts,https://sites.google.com/jupiter.money/jupiter-gurucool,PCIR,Freshdesk Properties
